song_name,song_artist,track number,country,start date,end date,Analysis
Tusa,KAROL G,1,Argentina,2020-02-21,2020-02-28,Negative
Hola - Remix,Dalex,2,Argentina,2020-02-21,2020-02-28,Negative
Dance Monkey,Tones And I,3,Argentina,2020-02-21,2020-02-28,Neutral
Sigues Con El,Dímelo Flow,4,Argentina,2020-02-21,2020-02-28,Negative
Fantasias,Rauw Alejandro,5,Argentina,2020-02-21,2020-02-28,Negative
Muévelo,Nicky Jam,6,Argentina,2020-02-21,2020-02-28,could not determine analysis
Par-Tusa,El Dipy,7,Argentina,2020-02-21,2020-02-28,Negative
Recuerdo,TINI,8,Argentina,2020-02-21,2020-02-28,Negative
Morado,J Balvin,9,Argentina,2020-02-21,2020-02-28,could not determine analysis
Ignorantes,Bad Bunny,10,Argentina,2020-02-21,2020-02-28,Negative
Bellaquita - Remix,Dalex,11,Argentina,2020-02-21,2020-02-28,Negative
Keii,Anuel AA,12,Argentina,2020-02-21,2020-02-28,Positive
Ya No Mas,Fer Palacio,13,Argentina,2020-02-21,2020-02-28,Negative
Vete,Bad Bunny,14,Argentina,2020-02-21,2020-02-28,Negative
RITMO (Bad Boys For Life),Black Eyed Peas,15,Argentina,2020-02-21,2020-02-28,Positive
Perreo en La Luna,Rich Music LTD,16,Argentina,2020-02-21,2020-02-28,Negative
Flasheaste Amor,Agapornis,17,Argentina,2020-02-21,2020-02-28,Positive
Que Tire Pa Lante,Daddy Yankee,18,Argentina,2020-02-21,2020-02-28,Negative
Diosa,Myke Towers,19,Argentina,2020-02-21,2020-02-28,Negative
China,Anuel AA,20,Argentina,2020-02-21,2020-02-28,Negative
René,Residente,6,Argentina,2020-02-28,2020-03-06,Negative
La Difícil,Bad Bunny,13,Argentina,2020-02-28,2020-03-06,Negative
Pa Los Gustos Los Colores,Javiielo,18,Argentina,2020-02-28,2020-03-06,Positive
Dónde Estás,KHEA,19,Argentina,2020-02-28,2020-03-06,Positive
Tattoo,Rauw Alejandro,6,Argentina,2020-03-06,2020-03-13,Negative
Safaera,Bad Bunny,8,Argentina,2020-03-13,2020-03-20,Negative
Rojo,J Balvin,15,Argentina,2020-03-13,2020-03-20,Neutral
